drug_id,prot_id,affinity
103904330,NTRK3,7.5
103904223,ROCK2,7.5
103904462,MAPK14,6.2
103905463,CDC42BPA,5.5
103904506,MST1R,4.4
103904806,KIAA1811,5.4
103905276,LRRK2,7.0
103905674,HIPK4,5.3
103905543,HCK,9.5
103904330,IKBKB,6.1
103904216,MAPKAPK2,5.9
103905675,INSR,6.3
103905259,HIPK4,6.6
103904502,BLK,6.6
103904199,LTK,6.3
103904570,MAP4K4,5.9
103904921,LCK,6.5
103904354,ROS1,5.9
103904194,PKN2,5.9
103905546,CSNK2A1,6.0
103904419,ERBB4,8.0
103905684,CSNK1G1,5.4
103905117,FRK,7.6
103904480,MARK3,6.5
103904441,CSNK1A1,7.5
103905031,DYRK1B,4.3
103904199,MINK,7.5
103904754,MAPK13,6.1
103904953,FER,5.9
103904480,FES,5.7
103904216,PAK4,7.0
103904290,AXL,8.2
103904731,JAK2,5.9
103904966,RPS6KA5,7.1
103904465,KIAA1811,6.1
103904463,PIM2,8.0
103904987,PLK4,5.8
103904510,CDK2,6.6
103905610,PIM1,6.2
103904284,ABL1,6.6
103905308,CDC2,6.3
103904426,CSF1R,6.8
103904962,PDPK1,8.1
103905094,RPS6KA3,5.4
103904954,CHUK,5.5
103904276,MELK,6.2
103904610,RPS6KB1,8.6
103905618,MAP4K5,7.1
103904563,AKT1,5.3
103905675,PIM1,6.3
103904318,FER,8.2
103905606,MARK2,5.6
103904522,GSK3B,7.4
103905168,DYRK1A,5.2
103905206,RPS6KB1,5.6
103904346,NLK,7.2
103905441,GSK3A,8.3
103904306,ABL1,7.1
103904689,MAP4K2,5.3
103904472,CAMK2G,5.6
103905184,CLK4,5.4
103904779,MAPK8,6.7
103904961,STK6,5.5
103905091,FLT1,8.2
103904245,MAP4K4,7.8
103905219,MAP4K5,7.5
103904285,FGFR1,7.1
103904700,STK6,5.9
103904298,FYN,6.5
103904528,CSNK1G3,5.8
103904271,JAK2,5.8
103904403,MAPK9,7.1
103904641,PRKCG,5.5
103905209,CAMK2B,5.4
103904333,FLT1,9.2
103904653,STK12,7.4
103905168,EGFR,6.5
103905579,ROCK1,6.0
103904275,STK3,6.0
103905271,PLK3,5.7
103904533,FLT3,6.5
103905212,CHEK1,5.4
103904341,CAMK2D,5.3
103904562,ROCK1,7.4
103904636,MAP2K1,7.2
103904507,GSK3B,8.7
103905173,MAP4K2,5.6
103904749,CHUK,6.2
103905207,CDK9,6.2
103904752,EGFR,5.8
103904647,CSNK1D,5.5
103904600,MAPK9,7.1
103904462,IKBKE,7.7
103905213,CLK2,5.4
103905319,AXL,5.8
103905492,KIAA1811,5.0
103905421,CSNK2A1,5.6
103904707,RET,5.6
103904319,LYN,6.6
103904855,STK3,6.5
103904802,PRKX,4.1
103905067,EGFR,5.9
103904478,PRKD2,5.9
103904598,SRPK1,6.0
103904879,GSK3B,8.1
103905481,PRKD2,5.5
103904189,RPS6KA3,7.0
103904339,BLK,6.1
103904348,CHEK2,5.9
103905372,PRKG2,5.8
103904468,MAP4K4,8.2
103904691,PRKD2,5.2
103904294,STK12,8.2
103904739,KDR,7.8
103904664,PRKCN,5.4
103905370,CSNK1G3,6.3
103905657,CLK2,5.6
103904470,CDK5,6.9
103905113,BTK,6.1
103904303,NTRK1,6.7
103904359,NTRK2,5.7
103904806,PKN2,6.3
103905409,CLK4,8.4
103904677,INSR,5.7
103905605,MINK,5.5
103905117,STK17A,7.1
103905327,MAP4K4,4.1
103905230,ROCK1,4.3
103904276,ABL1,6.8
103904854,CLK4,5.8
