drug_id,prot_id,affinity
CHEMBL1997597,P07949,11.999998417
CHEMBL44137,P05129,10.1
CHEMBL373751,Q14164,6.100003911
CHEMBL116070,Q8N4C8,11.200000128
CHEMBL2004438,Q05655,11.200000128
CHEMBL1994040,Q96SB4,11.200000128
CHEMBL1994538,P08069,11.800000504
CHEMBL460702,P36888,13.895880017
CHEMBL1972119,Q96SB4,11.200000128
CHEMBL1230122,P04626,11.900000875
CHEMBL1992645,P51812,11.200000128
CHEMBL1972576,Q9NWZ3,11.1
CHEMBL209534,P22607,11.800000504
CHEMBL1983980,P16234,11.999998417
CHEMBL1990254,P27448,11.35000022
CHEMBL1997764,P29317,11.599999679
CHEMBL1970735,P05129,11.200000128
CHEMBL513846,P35968,11.200000128
CHEMBL2005186,Q06418,11.800000504
CHEMBL1994438,Q00535,13.99997427
CHEMBL1991434,P42685,11.699999383
CHEMBL1969843,P07949,11.999998417
CHEMBL248757,Q96KB5,11.392207325
CHEMBL1982610,Q9H2G2,11.1
CHEMBL1984711,P48729,11.300000237
CHEMBL28509,Q05655,11.020818754
CHEMBL2006156,Q8N4C8,12.1
CHEMBL340921,Q06418,11.800000504
CHEMBL1975500,Q8NE63,11.200000128
CHEMBL1980142,Q16288,11.999998417
CHEMBL1990254,Q8N4C8,11.800000129
CHEMBL1997340,P11309,11.1
CHEMBL2003456,P08069,11.800000504
CHEMBL1682357,Q08881,11.900000875
CHEMBL1983715,Q06418,13.1
CHEMBL1984191,O75116,11.500000186
CHEMBL1981947,Q96SB4,11.500000186
CHEMBL456936,P51955,10.1
CHEMBL1236126,Q9NYL2,11.200000128
CHEMBL1965170,P53667,11.599999679
CHEMBL1973720,Q96GD4,12.699997654
CHEMBL1996576,P51812,11.500000186
CHEMBL2001957,Q86V86,11.200000128
CHEMBL1985367,P36888,11.599999679
CHEMBL1978167,Q9UQM7,11.500000186
CHEMBL213505,Q96GD4,12.799991797
CHEMBL101683,P06493,11.1
CHEMBL383541,Q05655,12.131517051
CHEMBL1977135,P43405,11.900000875
CHEMBL1972250,P29317,11.599999679
CHEMBL1682553,Q14012,11.300000237
CHEMBL1975647,Q9UEE5,11.999998417
CHEMBL1995172,Q16288,11.200000128
CHEMBL230761,Q16539,10.497940009
CHEMBL1973211,P51955,12.499996913
CHEMBL1982383,Q8N4C8,11.400000202
CHEMBL1964687,P36888,13.600038134
CHEMBL1975927,Q16513,11.400000202
CHEMBL386637,P04629,13.844727495
CHEMBL210032,P27361,11.136212173
CHEMBL1966279,P15735,11.400000202
CHEMBL338956,P22694,12.622878745
CHEMBL1969843,Q13464,12.1
CHEMBL1971186,P00519,12.299998172
CHEMBL1242477,P42336,13.261150909
CHEMBL380889,Q9UGJ0,11.1
CHEMBL225519,P08069,11.800000504
CHEMBL1970903,P51812,14.200179498
CHEMBL220241,P11309,12.599996932
CHEMBL2002726,Q06418,11.800000504
CHEMBL269557,Q15139,10.844727495
CHEMBL1977749,P51955,11.599999679
CHEMBL2006785,Q13976,11.800000504
CHEMBL303144,P22612,11.923908741
CHEMBL1966279,P27448,11.300000237
CHEMBL2148053,P16234,11.1
CHEMBL1968406,O96017,11.900000875
CHEMBL1983268,P08069,13.299970641
CHEMBL1983945,P16591,11.900000875
CHEMBL383172,Q16539,14.734882596
CHEMBL2000114,Q14012,11.400000202
CHEMBL1982957,Q7KZI7,13.200015437
CHEMBL2003817,Q9H2G2,11.300000237
CHEMBL1997822,P11309,11.1
CHEMBL316264,Q9NYL2,11.200000128
CHEMBL1969879,O96017,11.900000875
CHEMBL1230790,O00329,12.702059991
CHEMBL529663,P09619,11.058607315
CHEMBL1964644,Q7KZI7,11.200000128
CHEMBL1965423,Q13131,11.300000237
CHEMBL1967302,P49137,11.200000128
CHEMBL412142,P07948,11.900000875
CHEMBL1995811,P43405,11.900000875
CHEMBL1965423,Q16644,11.1
CHEMBL1964804,Q16620,11.400000202
CHEMBL1991078,P42679,11.800000504
CHEMBL1987679,Q96KB5,11.1
CHEMBL1095627,P42336,13.487216143
CHEMBL1969483,Q16513,11.400000202
CHEMBL2004771,Q05655,12.899998135
CHEMBL2004692,Q15303,11.500000186
CHEMBL1971149,P53778,11.300000237
CHEMBL1990254,Q13464,14.400043784
CHEMBL1999126,O75116,11.200000128
CHEMBL1978200,P51817,11.900000875
CHEMBL1991674,P53778,11.900000875
CHEMBL1970074,O96017,11.400000202
CHEMBL1999556,Q96GD4,11.900000875
CHEMBL461876,Q9H2G2,11.1
CHEMBL2000894,P27448,11.300000237
CHEMBL480283,Q05513,10.1
CHEMBL207037,Q9UGJ0,11.1
CHEMBL1995172,Q8N4C8,11.200000128
CHEMBL1984700,Q9HAZ1,11.1
CHEMBL2003420,Q8IW41,11.900000875
CHEMBL351282,Q05513,10.798970004
CHEMBL1975903,Q14164,11.599999679
CHEMBL394790,Q15303,11.500000186
CHEMBL1241679,O00329,12.293820026
CHEMBL117697,O75582,11.800000504
CHEMBL111889,Q15139,9.798970004
CHEMBL2004447,P49137,11.200000128
CHEMBL2002407,P53778,11.300000237
CHEMBL1969561,Q9NWZ3,11.1
CHEMBL2005792,P51812,11.400000202
CHEMBL1992634,Q8N4C8,13.500007822
CHEMBL474432,P51617,11.200000128
CHEMBL1982957,Q16620,11.900000875
CHEMBL2312649,P06213,10.622878745
CHEMBL116070,P52333,11.900000875
CHEMBL1973711,Q14012,11.200000128
CHEMBL480283,Q05655,10.1
CHEMBL1975128,Q15303,11.500000186
CHEMBL1091356,P08631,10.401029995999998
CHEMBL225519,O75116,13.399988938
CHEMBL1995927,Q00535,11.1
CHEMBL2000354,P05129,11.200000128
CHEMBL1996837,Q9Y243,10.1
CHEMBL1980489,P36888,11.699999383
CHEMBL1241675,P42345,11.418758763
CHEMBL1983980,Q16288,11.900000875
CHEMBL1988370,P35916,11.300000237
CHEMBL1991429,Q13237,11.999998417
CHEMBL274064,Q9Y243,11.1
CHEMBL1964937,Q13554,11.400000202
CHEMBL1974664,P78368,11.200000128
CHEMBL211378,Q9NWZ3,11.1
CHEMBL1992555,Q9Y243,11.1
CHEMBL2003817,P53778,11.300000237
CHEMBL209534,P29317,11.200000128
CHEMBL1825138,Q13555,11.300000237
CHEMBL1974328,P36888,11.900000875
CHEMBL1986265,Q9HAZ1,11.699999383
CHEMBL481491,P30530,11.800000504
CHEMBL1682341,P51955,11.1
CHEMBL1969042,Q13554,11.300000237
CHEMBL1982660,Q8NE63,13.399988938
CHEMBL2007296,P08069,11.800000504
CHEMBL2003768,P06493,11.200000128
CHEMBL1242472,P42336,12.307608311
CHEMBL1996510,P04629,11.699999383
CHEMBL1994724,P51955,11.599999679
CHEMBL373598,Q7KZI7,11.150000064
CHEMBL1964399,Q16620,11.400000202
CHEMBL213505,P07948,13.1
CHEMBL2006156,P11309,11.1
CHEMBL1970806,Q96KB5,11.1
CHEMBL1999918,P36888,11.699999383
CHEMBL210032,P04629,11.702059991
CHEMBL52387,Q13555,11.300000237
CHEMBL1972125,O96017,11.999998417
CHEMBL1241768,P00519,13.869551079
CHEMBL1988153,O43781,11.800000504
CHEMBL1983449,Q9Y243,11.1
CHEMBL1241271,Q9UBF8,10.1
CHEMBL2007296,P51617,11.699999383
CHEMBL386637,Q08881,11.401029996
CHEMBL1996780,O14757,11.200000128
CHEMBL1995172,P35916,11.400000202
CHEMBL1993941,P51617,11.200000128
CHEMBL1999496,Q9HAZ1,11.1
CHEMBL1993722,Q96GD4,12.699997654
CHEMBL1982957,P29317,11.599999679
CHEMBL2005478,P29376,11.699999383
CHEMBL1997892,Q12851,11.699999383
CHEMBL78885,Q15139,10.702059991
CHEMBL1991678,P51817,11.599999679
CHEMBL1983025,P53667,11.599999679
CHEMBL7775,P00519,10.401029995999998
CHEMBL1989646,P16591,11.900000875
CHEMBL1965169,Q06418,11.599999679
CHEMBL189338,Q02156,11.1
CHEMBL1989474,Q13555,11.300000237
CHEMBL1965589,Q8IW41,11.900000875
CHEMBL1995172,P27448,11.400000202
CHEMBL244378,Q13554,11.400000202
CHEMBL1974875,P48729,10.800000069
CHEMBL1964307,P35916,12.699997654
CHEMBL1989043,P34947,11.500000186
CHEMBL1975138,O15264,11.200000128
CHEMBL1969190,P42685,12.499996913
CHEMBL1967513,Q00535,11.599999679
CHEMBL2006836,P27448,11.300000237
CHEMBL1983111,Q9HAZ1,12.799991797
CHEMBL1974157,O14757,11.200000128
CHEMBL2001957,P23443,11.300000237
CHEMBL1966343,Q16644,11.1
CHEMBL560813,O15264,11.200000128
CHEMBL2006836,Q13464,11.1
CHEMBL1969561,P48730,11.200000128
CHEMBL1971289,P34947,11.500000186
CHEMBL1969588,P08069,11.800000504
CHEMBL1998829,O15264,11.200000128
CHEMBL1997846,P53778,11.500000186
CHEMBL362814,P11802,11.923908741
CHEMBL1992937,P06213,11.400000202
CHEMBL1242373,P04626,11.900000875
CHEMBL1965845,Q86V86,11.500000186
CHEMBL249282,Q7KZI7,11.599999679
CHEMBL1977931,Q9Y463,10.800000069
CHEMBL1982660,P29376,11.699999383
CHEMBL75773,P22694,11.32184875
CHEMBL197538,Q02156,10.622878745
CHEMBL1983945,P51617,11.200000128
CHEMBL2003271,Q9Y243,11.1
CHEMBL1991063,Q7KZI7,12.699997654
CHEMBL1965131,Q13882,11.699999383
CHEMBL130208,P24723,13.300659451
CHEMBL394790,Q08881,11.900000875
CHEMBL2003341,Q05655,11.800000504
CHEMBL433855,Q05655,9.798970004
CHEMBL220241,Q05655,14.400162274
