drug_id,prot_id,affinity
CHEMBL1969049,Q9Y243,11.200000128
CHEMBL353795,P05771,11.1
CHEMBL116070,Q8N4C8,11.200000128
CHEMBL460702,P36888,13.895880017
CHEMBL1972937,P51451,11.900000875
CHEMBL1992645,P51812,11.200000128
CHEMBL1242024,O00329,12.702059991
CHEMBL1983980,P16234,11.999998417
CHEMBL1965660,P07333,11.699999383
CHEMBL1997764,P29317,11.599999679
CHEMBL2000508,Q9Y4K4,11.200000128
CHEMBL1970074,P68400,11.300000237
CHEMBL1984363,O96013,11.400000202
CHEMBL306380,P31749,11.200000128
CHEMBL495729,P07333,10.798970004
CHEMBL413779,Q9HBY8,11.1
CHEMBL1982610,Q9H2G2,11.1
CHEMBL28509,Q05655,11.020818754
CHEMBL2006156,Q8N4C8,12.1
CHEMBL340921,Q06418,11.800000504
CHEMBL1979176,Q8NE63,11.800000504
CHEMBL379835,Q9NR20,11.200000128
CHEMBL1977814,P45983,11.800000504
CHEMBL1997340,P11309,11.1
CHEMBL2004771,P68400,11.300000237
CHEMBL1682552,P12931,11.800000504
CHEMBL456936,P51955,10.1
CHEMBL583144,P51955,11.1
CHEMBL1236126,Q9NYL2,11.200000128
CHEMBL1965170,P53667,11.599999679
CHEMBL1974664,O00418,11.500000186
CHEMBL1985367,P36888,11.599999679
CHEMBL392642,P49760,11.800000504
CHEMBL2004892,Q06418,11.800000504
CHEMBL101683,P06493,11.1
CHEMBL1977135,P43405,11.900000875
CHEMBL1972250,P29317,11.599999679
CHEMBL1991410,Q9Y4K4,11.500000186
CHEMBL1976158,O96013,11.699999383
CHEMBL1682553,Q14012,11.300000237
CHEMBL2036343,P28482,10.798970004
CHEMBL396523,Q00535,12.899998135
CHEMBL2002599,Q8IU85,11.699999383
CHEMBL2004290,P31751,11.200000128
CHEMBL1973211,P51955,12.499996913
CHEMBL2003785,Q13464,11.400000202
CHEMBL1964687,P36888,13.600038134
CHEMBL386637,P04629,13.844727495
CHEMBL210032,P27361,11.136212173
CHEMBL1966279,P15735,11.400000202
CHEMBL338956,P22694,12.622878745
CHEMBL1986139,Q9BXA7,11.900000875
