drug_id,prot_id,affinity
CHEMBL2002702,Q13153,11.1
CHEMBL1991356,O43781,11.300000237
CHEMBL116070,Q8N4C8,11.200000128
CHEMBL2004438,Q05655,11.200000128
CHEMBL1994040,Q96SB4,11.200000128
CHEMBL460702,P36888,13.895880017
CHEMBL1972119,Q96SB4,11.200000128
CHEMBL1992645,P51812,11.200000128
CHEMBL1994321,Q05655,11.200000128
CHEMBL1972576,Q9NWZ3,11.1
CHEMBL1242024,O00329,12.702059991
CHEMBL1965589,O00311,11.999998417
CHEMBL1997764,P29317,11.599999679
CHEMBL1970735,P05129,11.200000128
CHEMBL513846,P35968,11.200000128
CHEMBL2005186,Q06418,11.800000504
CHEMBL1975418,Q96GD4,12.799991797
CHEMBL244378,Q9Y4K4,13.1
CHEMBL1994438,Q00535,13.99997427
CHEMBL1991434,P42685,11.699999383
CHEMBL1976134,P29597,11.800000504
CHEMBL1969843,P07949,11.999998417
CHEMBL1982610,Q9H2G2,11.1
CHEMBL1991678,Q9Y4K4,11.200000128
CHEMBL1979357,P29597,11.800000504
CHEMBL1972119,Q13153,11.1
CHEMBL1975500,Q8NE63,11.200000128
CHEMBL1993781,Q96GD4,11.300000237
CHEMBL259922,P06239,12.184331381
CHEMBL1979176,Q8NE63,11.800000504
CHEMBL1990254,Q8N4C8,11.800000129
CHEMBL1992796,Q13188,11.200000128
CHEMBL1090360,Q13976,11.800000504
CHEMBL1997340,P11309,11.1
CHEMBL1988872,Q9HAZ1,12.399997603
CHEMBL1995211,P51812,11.599999679
CHEMBL1095626,P06241,10.401029995999998
CHEMBL491758,O95819,12.199999035
CHEMBL1986590,P50750,11.900000875
CHEMBL1983715,Q06418,13.1
CHEMBL1974875,Q13627,11.300000237
CHEMBL1984191,O75116,11.500000186
CHEMBL1981947,Q96SB4,11.500000186
CHEMBL1973720,Q96GD4,12.699997654
CHEMBL1978167,Q9UQM7,11.500000186
CHEMBL2004892,Q06418,11.800000504
CHEMBL2005528,P49137,11.200000128
CHEMBL213505,Q96GD4,12.799991797
CHEMBL101683,P06493,11.1
CHEMBL383541,Q05655,12.131517051
CHEMBL1972250,P29317,11.599999679
CHEMBL1988370,P28482,11.200000128
CHEMBL1682553,Q14012,11.300000237
CHEMBL1975647,Q9UEE5,11.999998417
CHEMBL1236126,O00311,11.999998417
CHEMBL2036343,P28482,10.798970004
CHEMBL1983640,Q04912,11.500000186
CHEMBL2004290,P31751,11.200000128
CHEMBL1968070,P24941,12.299998172
CHEMBL2002649,Q13188,13.600038134
CHEMBL349382,O94806,13.622878745
CHEMBL230761,Q16539,10.497940009
CHEMBL234085,O00311,11.999998417
CHEMBL1982383,Q8N4C8,11.400000202
CHEMBL1964687,P36888,13.600038134
CHEMBL386637,P04629,13.844727495
CHEMBL2000071,O00311,12.499996913
CHEMBL380889,Q9UGJ0,11.1
CHEMBL2000071,Q9HCP0,11.300000237
CHEMBL220241,P11309,12.599996932
CHEMBL2002726,Q06418,11.800000504
CHEMBL335931,P17612,11.747817482
CHEMBL184847,O95819,11.599999679
CHEMBL2006785,Q13976,11.800000504
CHEMBL1159460,P41743,10.895880017
CHEMBL2003420,P31751,11.200000128
CHEMBL1965423,P28482,11.200000128
CHEMBL422897,P35968,11.400000202
CHEMBL2000114,Q14012,11.400000202
CHEMBL1995813,P36888,12.599996932
CHEMBL2003817,Q9H2G2,11.300000237
CHEMBL1997822,P11309,11.1
CHEMBL2003420,P11362,11.400000202
CHEMBL2000071,Q13627,12.799991797
CHEMBL1230790,O00329,12.702059991
CHEMBL1983932,Q9UEE5,13.500007822
CHEMBL1977346,Q8TDC3,11.900000875
CHEMBL529663,P09619,11.058607315
CHEMBL2005718,Q9UEE5,13.899970733
CHEMBL1967302,P49137,11.200000128
CHEMBL1998112,Q16513,12.1
CHEMBL1995811,P43405,11.900000875
CHEMBL1964804,Q16620,11.400000202
CHEMBL1983640,P11309,11.400000202
CHEMBL1994321,P36888,14.299970641
CHEMBL1988370,P11362,11.500000186
CHEMBL1242373,P06239,12.599996932
CHEMBL362558,Q9BZL6,11.1
CHEMBL248757,O15111,11.512984459
CHEMBL2004771,Q05655,12.899998135
CHEMBL2004692,Q15303,11.500000186
CHEMBL1973013,Q13627,11.800000504
CHEMBL1990912,P07949,11.999998417
CHEMBL1999126,O75116,11.200000128
CHEMBL1978200,P51817,11.900000875
CHEMBL1999931,Q96SB4,11.599999679
