drug_id,prot_id,affinity
CHEMBL1997597,P07949,11.999998417
CHEMBL2002702,Q13153,11.1
CHEMBL1969049,Q9Y243,11.200000128
CHEMBL1991356,O43781,11.300000237
CHEMBL1994321,Q05655,11.200000128
CHEMBL1993335,Q05397,11.400000202
CHEMBL1973860,Q14289,11.900000875
CHEMBL1967720,Q9HBH9,11.999998417
CHEMBL1983980,P16234,11.999998417
CHEMBL1974416,O95819,12.899998135
CHEMBL1967720,O00444,13.399988938
CHEMBL246970,Q05397,11.900000875
CHEMBL244378,Q9Y4K4,13.1
CHEMBL1991434,P42685,11.699999383
CHEMBL1976134,P29597,11.800000504
CHEMBL1969843,P07949,11.999998417
CHEMBL495729,P07333,10.798970004
CHEMBL413779,Q9HBY8,11.1
CHEMBL1614705,Q9HBH9,11.1
CHEMBL1981410,O60674,11.900000875
CHEMBL1981079,Q15303,11.500000186
CHEMBL231209,Q14289,11.900000875
CHEMBL1979357,P29597,11.800000504
CHEMBL28509,Q05655,11.020818754
CHEMBL1972119,Q13153,11.1
CHEMBL1975500,Q8NE63,11.200000128
CHEMBL1979176,Q8NE63,11.800000504
CHEMBL1972934,Q04912,10.499999968
CHEMBL1682558,O00418,11.500000186
CHEMBL1981782,P07333,11.699999383
CHEMBL1997340,P11309,11.1
CHEMBL1988872,Q9HAZ1,12.399997603
CHEMBL1995211,P51812,11.599999679
CHEMBL1095626,P06241,10.401029995999998
CHEMBL1981782,P52333,11.900000875
CHEMBL491758,O95819,12.199999035
CHEMBL583144,P51955,11.1
CHEMBL1967544,P06241,12.199999035
CHEMBL2005828,Q9H3Y6,11.900000875
CHEMBL1996576,P51812,11.500000186
CHEMBL1982660,P41743,11.400000202
CHEMBL101683,P06493,11.1
CHEMBL383541,Q05655,12.131517051
CHEMBL1991410,Q9Y4K4,11.500000186
CHEMBL194498,P17948,13.869551079
CHEMBL1988370,P28482,11.200000128
CHEMBL377408,Q9Y463,11.699999383
CHEMBL374581,P80192,13.049745803
CHEMBL1995172,Q16288,11.200000128
CHEMBL2036343,P28482,10.798970004
CHEMBL1967544,O14965,11.900000875
CHEMBL1967544,Q9NR20,11.200000128
CHEMBL338956,P22694,12.622878745
CHEMBL1979970,Q05397,11.900000875
CHEMBL1682546,Q9HBH9,11.800000504
CHEMBL1971186,P00519,12.299998172
CHEMBL212968,O15530,11.1
CHEMBL1242477,P42336,13.261150909
