drug_id,prot_id,affinity
103904737,CDC2,5.3
103904746,CLK4,7.0
103905642,IGF1R,5.7
103904514,CDK9,6.9
103904842,PRKCN,5.5
103905205,CSNK1G1,7.7
103904209,MARK3,6.7
103904420,MAP4K4,7.3
103905579,CLK4,5.9
103905497,FRK,5.8
103905117,AXL,6.2
103904189,MAPK8,6.6
103905499,LTK,5.0
103905036,DYRK1A,7.1
103904489,MARK3,5.4
103904444,MKNK2,6.5
103904740,CSNK1A1,5.4
103904408,TAO1,5.7
103904272,BTK,7.6
103904785,BLK,7.3
103904711,AKT1,5.7
103904706,CDK5,8.0
103905654,NTRK2,4.1
103904503,FLT3,5.9
103904329,STK3,6.1
103905249,NEK2,5.5
103904519,PRKX,5.8
103904677,GSK3A,5.2
103905676,MKNK2,5.5
103905297,LTK,5.4
103905251,MINK,5.7
103904950,AKT2,6.1
103904706,MST1R,5.6
103905560,PRKCN,5.5
103904657,BLK,6.3
103904537,MAP4K4,7.4
103905173,CHEK2,6.0
103904541,IRAK4,5.4
103905320,MAPKAPK2,5.8
103905539,MAP4K5,6.6
103904600,BTK,6.2
103905275,CSF1R,5.5
103905368,BTK,6.1
103905531,FGFR1,7.4
103904806,PLK4,6.9
103904487,PRKCN,5.3
103904590,MAPK14,5.9
103905576,CDC2,6.9
103904478,AKT3,6.9
103905574,STK17A,5.8
103905577,LIMK1,5.4
103904553,PRKG2,6.8
103904312,KIT,8.8
103904603,PDPK1,6.1
103905620,CAMK2A,5.9
103904212,MELK,5.9
103904411,MAP4K2,6.6
103904441,LIMK1,7.1
103904417,IGF1R,7.6
103904939,STK17A,7.0
103905388,PRKD2,5.9
103904269,ABL1,6.8
103905684,CDK9,7.2
103904495,ROCK2,6.6
103904596,PRKD2,6.2
103905569,ROCK2,7.3
103905107,LTK,6.5
103904570,CLK4,7.4
103905110,CDK7,6.0
103904314,PLK4,7.8
103904639,PAK4,5.8
103904463,AXL,6.1
103904610,BTK,6.6
103904600,NEK4,6.7
103904307,EPHA2,6.9
103904952,CLK4,6.1
103904413,CLK4,5.8
103905371,CLK4,6.9
103904297,NTRK2,8.3
103905442,MAPK9,5.8
103904882,CDK5,6.7
103904246,MKNK2,6.8
103905219,MINK,6.5
103904745,PIM1,5.9
103904965,PLK4,6.1
103905503,FLT1,5.5
103904861,STK12,6.2
103904216,CAMK2B,5.6
103905563,MAP4K5,5.4
103904249,PIM1,6.0
103905007,STK3,5.6
103905239,KDR,5.7
103905604,NEK2,6.5
103904555,IRAK1,5.3
103905553,MAPK8,5.6
103904370,LCK,5.8
103904203,PDPK1,5.9
103905238,ITK,6.7
103904641,PLK3,7.9
