drug_id,prot_id,affinity
103904514,MINK,6.3
103905488,PRKCG,6.3
103905576,PLK3,5.6
103905604,GPRK5,6.2
103904921,SRC,6.4
103905301,ZAK,5.1
103904663,CSNK2A1,5.4
103904969,FGFR3,5.9
103905675,CDK5,6.0
103904338,CSNK1G1,6.0
103904241,CDK2,6.3
103905245,EPHA2,6.9
103904905,PDGFRB,6.0
103904657,HIPK2,6.2
103904452,EPHA2,5.6
103904420,FRK,7.5
103904210,NTRK2,5.4
103904819,CSNK1D,7.1
103904749,CLK4,8.5
103905658,CDK5,7.3
103905652,PRKCN,4.5
103904912,HIPK2,7.2
103904749,PIM3,6.0
103905238,CDK2,5.1
103904684,ACVR1,5.9
103905272,GSK3B,8.1
103904746,PKN2,6.1
103905219,NEK2,5.9
103904995,KDR,5.6
103904649,JAK2,7.1
103904799,CDC7,7.8
103905247,PLK4,6.3
103905079,IRAK1,7.7
103904299,SRC,6.6
103904272,AXL,8.8
103904294,RET,8.4
103905245,LTK,8.6
103904988,PRKCG,5.8
103904252,CDK8,8.1
103904404,CSNK1A1,7.2
103905269,MAPKAPK3,5.1
103904837,MAPK14,6.3
103904552,PRKCG,5.2
103904232,STK17A,7.1
103904593,CSF1R,6.3
103905248,PRKG2,6.1
103904657,PRKAA1,7.6
103905620,NTRK2,5.5
103905049,DAPK3,6.8
103904993,CSNK1D,5.6
103904482,SGK,6.6
103905449,MKNK2,5.4
103904857,KIT,6.7
103904658,JAK2,6.4
103905590,ROCK2,6.3
103904601,PLK1,6.7
103904218,MINK,7.2
103904197,MAPK1,6.4
103904276,SRC,6.5
103904648,AKT2,5.4
103904686,IRAK1,5.3
103904208,ALK,5.4
103904274,MAP2K1,6.0
103905093,TAO1,5.8
103904215,FES,6.2
103905571,MAPKAPK2,5.0
103905639,ACK1,7.2
103904649,IRAK4,6.0
103904570,ROCK2,6.5
103905219,MARK2,5.4
103904926,CHEK1,6.1
103905477,CHEK1,6.0
103904754,CDC42BPA,6.5
103904925,CSF1R,5.9
103904704,GPRK5,6.2
103905073,CDK5,4.3
103904236,GSK3B,7.4
103905251,KIAA1811,6.4
103904371,LCK,5.8
103904357,MELK,6.3
103905011,ALK,5.4
103904502,KIAA1811,6.2
