drug_id,prot_id,affinity
103904404,DYRK1B,7.0
103904807,PRKACA,5.9
103904594,STK12,8.0
103904295,MARK2,5.5
103905277,EPHA2,5.7
103904530,STK6,6.1
103905269,AKT1,5.4
103904299,LYN,7.0
103904891,KDR,7.6
103904484,MAPK8,5.8
103904731,PAK4,5.4
103904201,CSF1R,6.7
103904579,GSK3B,4.1
103904566,ROCK1,7.6
103904478,RPS6KA4,7.7
103905055,ROCK2,6.1
103904209,KDR,5.8
103904785,MARK3,6.9
103904304,FLT3,8.2
103905213,ROCK1,5.5
103905208,PLK4,5.4
103905413,STK6,6.1
103904216,CAMK2G,6.1
103904329,GSK3B,5.3
103904886,CSNK2A1,6.9
103905112,ROCK1,5.3
103905483,IRAK1,5.5
103904411,INSR,7.4
103905303,CSNK2A1,6.1
103905034,GSK3B,5.3
103904189,PRKCG,6.7
103905503,STK12,5.9
103905550,MAPKAPK2,5.4
103904528,RPS6KA3,5.2
103904657,CHEK1,6.0
103904651,ROCK1,7.1
103905231,GSK3B,7.7
103905532,MAPK8,7.1
103904335,SLK,6.2
103904962,STK6,5.9
103904502,MAP4K5,6.8
103904527,GSK3B,7.4
103905603,RPS6KA5,6.2
103904600,HCK,6.7
103905573,MAP4K2,5.8
103905579,PDGFRB,5.1
103905620,PDGFRB,5.7
103905571,PLK3,5.2
103904282,RPS6KA3,6.3
103905580,KDR,4.3
103905531,ACVR1,7.2
103905531,MET,7.0
103905604,CDK9,6.8
103904880,CDK8,7.0
103905004,MET,6.3
103904935,CHEK1,5.6
103904351,MARK2,5.7
103904905,MAPK8,6.8
103905117,PLK4,6.0
103905260,DYRK4,6.5
103904685,INSR,5.5
103904216,TAO1,5.6
103904502,NTRK3,7.7
103904339,CSNK1G3,6.1
103905004,LCK,7.0
103904872,SYK,6.1
103905491,MARK3,5.1
103905298,GSK3B,6.1
103904377,TAO1,5.0
103905627,PIM2,6.2
103905437,MAPK8,7.4
103904250,MAP4K4,8.0
103904202,DYRK1A,8.1
103905371,PIM2,6.2
103904657,EPHA2,5.6
103904422,MAP4K5,5.7
103905084,SYK,5.8
103904771,GSK3B,5.5
103904562,AKT1,5.5
103904225,CDK9,8.6
103905122,IKBKE,4.0
103904247,MAP4K4,7.5
103904191,MAP4K4,7.3
103904926,GSK3B,6.3
103904238,GSK3B,7.9
103904604,MARK3,6.7
103904362,FGFR1,7.0
103905458,CDK2,5.3
103904275,CSF1R,8.7
103904752,KDR,6.1
103905001,IRAK1,6.1
103905366,RPS6KA3,6.5
103904506,CAMK2A,4.1
103905552,NTRK3,6.9
103905625,PRKCN,5.7
103905483,PLK1,5.9
103904195,CSF1R,6.4
103904240,CLK2,6.2
103904940,IRAK1,5.6
103905620,RET,5.8
103904885,ROCK1,5.3
103905406,NTRK3,7.4
103905122,PRKACA,5.0
103905648,ACVR1,5.9
103904448,MAP4K2,6.3
103904434,MAP4K2,6.0
103905608,NTRK3,6.6
103905471,SLK,6.3
103904592,CHEK1,6.4
103905110,NTRK3,6.0
103904441,GSK3B,6.1
103905366,MAPKAPK3,6.2
103904201,PLK4,6.3
103905112,CSNK1G2,5.7
103904466,CSNK1G3,5.9
103904604,SRPK1,5.6
103905075,LCK,5.9
103904648,MAPKAPK2,5.7
103904287,LCK,7.1
103904864,LRRK2,6.3
103904482,PRKACA,5.7
103905110,RET,5.6
103905371,STK6,6.1
103904594,PLK4,7.7
103904597,EPHA2,6.9
103905169,HIPK4,5.8
103904940,CDC2,5.7
103904926,IRAK1,7.9
103905483,SYK,6.3
103904441,PRKCN,6.3
103904657,CDK2,6.1
103904603,HIPK4,5.4
103905670,MARK2,6.7
103904566,CDK2,6.1
103905284,CHEK2,5.8
103905033,JAK3,6.0
103904671,PRKCN,5.5
103905273,DYRK1B,6.1
103904339,RPS6KA4,6.6
103905042,CSNK2A1,5.4
103905552,CSF1R,6.6
103904191,CSNK1G2,5.5
103905041,PLK3,6.2
103905416,PTK2,4.0
103905112,CSNK1G3,5.4
103905163,CDC2,5.7
103904977,FLT3,6.2
103904912,MAPKAPK2,7.1
103904900,KDR,5.3
103905209,HIPK4,5.3
103904463,PRKD2,6.8
103904277,FGFR1,7.7
103904360,FLT3,5.9
103904478,HIPK4,5.7
103904594,MET,6.4
103904479,CHEK1,5.2
103904282,FGFR1,6.2
103905603,STK6,8.0
103904905,MAP4K2,5.8
103904685,IRAK1,5.6
103904742,MARK3,6.5
103905239,KDR,5.7
103905604,NTRK1,6.4
103904211,CLK2,5.9
103905167,PLK4,6.1
103905149,GSK3B,6.7
103904346,EPHA2,7.0
103904497,GSK3B,5.6
103905213,JAK3,6.1
103905041,CHEK2,6.9
103904327,ROCK1,6.1
103905579,MAP4K4,4.7
103904751,PAK1,5.7
103904605,PRKACA,7.8
103904335,RPS6KA3,6.2
103905024,KDR,6.1
103904518,CDC2,6.2
103904744,NTRK3,7.5
103905032,LCK,5.8
103904517,CDK2,5.7
103904234,CDK2,7.4
103904448,CSNK1G2,5.7
103904867,TAO1,4.9
103905087,STK12,5.6
103905311,PRKACA,4.3
103905680,RPS6KA3,6.0
103904362,RPS6KA3,6.0
103904513,MARK3,6.1
103904467,DYRK1A,6.7
103904344,STK6,7.3
103905485,CDK7,4.2
103904335,FGFR1,5.9
103904601,NEK4,6.5
103905485,STK12,4.3
103905208,MAPK13,5.1
103904362,RPS6KA5,6.3
103904422,ZAK,5.4
103905092,BTK,6.0
103904310,PTK2,6.1
103905173,IRAK1,5.4
103905275,MAPK8,4.4
103905571,RPS6KA3,5.1
103904891,MAPKAPK2,5.3
103904335,JAK3,5.9
103905579,ROCK1,6.0
103905650,CSNK1G3,6.2
103904601,MARK3,5.8
103904908,GSK3B,6.2
103905528,CAMK1D,4.6
103904275,PLK4,6.9
103904199,DYRK1A,7.4
103904867,CDK7,4.9
103905111,JAK3,7.7
103904743,PRKACA,5.8
103905260,CDC2,5.4
103904480,MAPKAPK2,5.4
103904191,CHEK1,5.8
103904354,BTK,7.5
103904465,MAPK8,5.9
103904649,STK12,7.3
103905386,MAPK1,5.2
103905575,FER,6.7
103904303,HIPK4,7.9
103904480,PRKD2,7.5
103905397,FLT3,6.8
103905250,PAK1,5.2
103904490,PRKACA,6.2
103904381,FLT3,6.0
103904429,CSF1R,7.1
103904209,MAP4K5,6.4
103905664,IKBKE,5.8
103904683,HIPK4,5.4
103904216,CSNK1G2,5.3
103904856,PRKCN,5.5
103904335,PLK3,6.4
103904322,MARK3,6.2
103904892,MAP4K5,5.1
103904320,INSR,6.7
103905046,GSK3B,6.8
103905004,STK6,6.8
103904736,DYRK1A,7.6
103904544,MAP4K5,6.9
103905093,TAO1,5.8
103904507,MAP4K5,6.1
103904686,MKNK2,5.3
103905246,FGFR1,5.6
103904517,CLK2,6.2
103905462,IKBKE,4.2
103905464,IGF1R,7.0
103905541,CDK2,5.9
103904506,PTK2,4.2
103905214,PRKCN,5.9
103904224,CDK2,6.9
103905371,STK12,5.6
103905209,MKNK2,5.8
103905079,TAO1,5.1
103905683,MAPKAPK2,5.4
103904202,GSK3B,6.7
103905284,SLK,6.0
103904583,GSK3B,5.6
103904235,MAP4K2,6.9
103905578,NTRK1,6.3
103904195,MAPK8,6.4
103905068,PRKD2,5.9
103904289,KIT,8.7
103904825,MAP4K4,5.3
103904281,CLK2,5.5
103904940,MAPK1,5.3
103904269,FGFR1,6.7
103904605,CDK8,6.1
103905041,KDR,5.7
103904351,RPS6KA5,6.6
103905158,GSK3B,6.5
103905573,TYRO3,5.6
103904993,FGFR1,5.9
103904307,CSNK1G2,5.3
103904825,ACVR1,5.7
103905169,MAP4K4,5.2
103905100,CDK2,5.7
103904226,CDK2,7.4
103904377,NTRK3,6.2
103904448,IRAK1,5.8
103905670,FES,6.9
103904483,MAP4K4,6.0
103905042,MAPK1,5.3
103904673,SYK,5.9
103904283,BTK,6.8
103905125,SRPK1,5.6
103904636,IKBKE,6.1
103905318,MKNK2,5.2
103905025,LCK,6.4
103905260,MAP4K2,5.7
103904281,FER,6.3
103904912,CSNK2A1,7.8
103905211,MAP4K5,5.2
103904462,RET,8.3
103904195,CSNK1G2,5.4
103905414,STK12,5.8
103904619,GSK3B,5.9
103904323,MST1R,7.5
103904320,PAK4,5.9
103904515,PLK4,6.6
103904214,PLK4,6.6
103904752,MAPK1,6.6
103904195,LCK,6.1
103905275,JAK3,5.4
103904533,MAP4K5,5.7
103904593,IGF1R,6.5
103904516,STK6,6.5
103904534,FLT3,6.3
103905284,MARK3,5.4
103905459,GSK3B,5.5
103905384,CDK2,6.0
103904482,PKN2,5.9
103904917,LCK,5.4
103904303,PASK,6.4
103904209,ROCK2,5.8
103904293,MKNK2,5.1
103904648,MAPKAPK3,5.2
103904913,NTRK1,6.1
103905255,PRKD2,5.3
103904603,CDC2,6.3
103904872,PTK6,7.8
103904886,KDR,5.5
103904304,STK6,7.3
103904404,FGFR1,6.6
103905027,WEE1,7.1
103905209,CDC2,5.2
103904465,PAK4,5.8
103904601,LRRK2,8.6
103905418,MAP4K4,7.2
103905401,GSK3B,4.7
103904593,MAPKAPK2,5.2
103905670,CAMK2A,6.8
103905172,CAMK1,5.6
103905655,BTK,5.4
103904458,NTRK1,5.8
103905093,CDK8,5.7
103904203,PAK1,5.1
103905414,SLK,5.6
103904832,MAPK14,6.6
103905414,FLT3,6.0
103905096,RET,6.0
103904515,AKT3,5.1
103904322,FES,6.3
103905250,TYRO3,6.1
103905263,GSK3B,7.2
103905458,MAP4K5,5.6
103905275,STK6,5.0
103904600,BTK,6.2
103905290,CSNK1G1,6.0
103904295,MAP4K4,5.6
103904962,FLT3,5.9
103904275,EPHA2,6.6
103905188,ITK,6.0
103904480,MAP4K5,6.8
103904912,PRKD2,6.7
103905264,MAP4K4,5.7
103905175,ZAK,5.3
103904552,MAPK1,6.6
103905415,MAP4K4,5.8
103905345,MAP4K5,7.7
103904513,RPS6KA5,7.1
103904962,TAO1,5.6
103904466,IRAK1,5.4
103904896,HIPK4,5.7
103904671,STK6,5.8
103904506,ACVR1,4.7
103905414,MAP4K4,5.2
103904601,ACK1,7.4
103904666,ROCK2,7.0
103904489,TYK2,6.7
103905250,NTRK1,6.0
103904442,BTK,4.5
103905649,PRKD2,5.7
103905056,PIM2,8.8
103904464,PRKCG,5.5
103904961,DYRK1A,6.5
103905175,SYK,6.0
103904996,PLK4,6.0
103904807,DYRK1A,5.8
103905226,NTRK3,6.5
103904617,GSK3B,7.3
103904214,MARK2,6.9
103904754,MKNK2,6.5
103905359,GSK3B,7.4
103904502,MKNK2,6.1
103904640,PTK2,5.7
103904487,CDC2,5.6
103905601,FGFR1,4.3
103905366,CHUK,6.3
103904926,HIPK4,5.9
103905314,CHEK1,5.7
103904466,PKN2,6.2
103904604,ZAK,5.6
103905004,RPS6KA3,7.0
103904947,DYRK1A,5.6
103904356,CDC2L6,5.7
103905230,NTRK1,4.2
103905004,PAK4,7.3
103905025,TBK1,6.0
103904752,MAPK13,5.1
103905488,PAK1,5.5
103905303,PLK3,5.3
103904659,CSNK2A1,5.5
103904322,ROCK2,6.9
103905282,KDR,4.3
103905620,NTRK3,5.9
103904275,STK6,7.3
103905074,PLK3,4.1
103904580,GSK3B,5.6
103905213,BTK,5.3
103905664,LTK,6.4
103904603,CSNK2A1,5.6
103904783,PRKD2,5.4
103905620,ACK1,6.0
103904855,ROCK1,6.1
103905583,PAK1,5.5
103904528,DYRK1A,7.5
103904935,RPS6KA3,5.9
103904463,PAK4,7.3
103904479,CDK2,7.6
103904508,CDC2,6.3
103905093,LRRK2,5.7
103904430,MAP4K5,6.3
103904845,MAPK14,7.1
103905259,MAPK13,6.9
103904411,MAP4K5,7.9
103904879,ACVR1,5.5
103904463,CSNK1G2,6.6
103904483,DYRK1A,7.0
103904479,HIPK4,5.8
103905185,MAP4K2,5.5
103905541,AKT3,5.5
103905153,CSF1R,7.0
103905563,MAP4K5,5.4
103904422,FGFR1,6.4
103904871,CDK7,5.4
103905683,ROCK1,5.6
103904992,LCK,8.6
103905315,TYRO3,5.8
103904614,FLT3,7.5
103904636,DYRK1B,6.3
103905259,CSF1R,6.2
103905077,PRKCG,5.3
103905613,DYRK1A,6.9
103904487,CLK2,5.5
103904310,HIPK4,7.9
103905111,CHEK1,7.7
103904466,MAP4K2,5.9
103904358,MAPKAPK2,5.1
103904783,RET,8.0
103905214,STK12,5.6
103905306,ACK1,4.9
103905057,JAK3,5.9
103905452,DYRK1B,4.7
103904576,LTK,4.3
103905095,MKNK2,5.6
103905458,AKT1,5.5
103905057,CDK7,5.9
103904463,MAP4K2,6.5
103905552,STK12,6.3
103904769,GSK3B,5.6
103904215,STK6,6.5
103904593,TYK2,7.5
103904711,MAP4K5,5.5
