drug_id,prot_id,affinity
103905045,CAMK2D,5.3
103905622,MAPK14,6.5
103904218,MAP4K5,6.3
103904799,PIM1,5.6
103904865,STK6,6.3
103905269,AKT1,5.4
103904231,CDC7,9.5
103905656,GPRK5,5.6
103905296,PRKCD,5.8
103905215,MAP4K4,5.3
103905166,KIAA1811,5.7
103905011,MAP2K1,5.6
103904598,PLK4,8.5
103904338,CSNK1G2,6.2
103904250,CLK4,8.2
103904201,CSF1R,6.7
103904299,FYN,7.0
103904566,ROCK1,7.6
103905241,PIM3,5.4
103905055,ROCK2,6.1
103905557,JAK3,6.6
103904785,MARK3,6.9
103904304,FLT3,8.2
103905213,ROCK1,5.5
103904648,PIM1,5.6
103905208,PLK4,5.4
103905354,HIPK4,5.6
103905072,CLK4,5.7
103904547,CSNK1G2,6.6
103904713,MAP4K5,5.2
103905112,ROCK1,5.3
103905685,CLK4,6.4
103904648,IRAK4,5.9
103904411,INSR,7.4
103905544,RET,5.6
103904738,CDK2,7.3
103905136,CDC2,6.8
103905109,CLK4,5.9
103904598,RPS6KA3,8.0
103904960,AKT2,5.7
103905503,STK12,5.9
103905550,MAPKAPK2,5.4
103904528,RPS6KA3,5.2
103904772,CSNK1G2,5.5
103904192,ITK,6.6
103904657,CHEK1,6.0
103905644,PIM3,5.8
103904502,MAP4K5,6.8
103905603,RPS6KA5,6.2
103905573,MAP4K2,5.8
103905579,PDGFRB,5.1
103904285,PLK4,6.7
103904984,MARK3,6.3
103905354,FGFR1,5.4
103904468,PRKCN,6.8
103904316,ABL1,6.9
103904347,FLT4,6.4
103904884,RPS6KB1,5.8
103904880,CDK8,7.0
103905539,RPS6KB1,5.6
103904993,PRKCD,5.4
103904884,IRAK4,5.5
103904271,LTK,6.7
103904935,CHEK1,5.6
103905149,IKBKB,6.3
103904341,TYRO3,6.2
103904504,PLK4,5.7
103904310,PDPK1,6.1
103904418,RET,8.2
103905499,STK12,4.1
103905117,PLK4,6.0
103905559,STK17A,5.8
103904192,MAPKAPK2,5.2
103904502,NTRK3,7.7
103904888,CDK2,6.0
103905281,STK12,5.7
103905115,CLK4,6.0
103904970,PRKX,6.4
103905209,CAMK2B,5.4
103904195,CAMK2B,6.4
103904463,STK17A,6.2
103904591,HIPK4,5.6
103904250,MAP4K4,8.0
103904422,MAP4K5,5.7
103905359,PIM1,7.5
103904960,AKT1,6.6
103905521,PDGFRB,6.2
103904225,CDK9,8.6
103904595,CSNK1A1,6.1
103904247,MAP4K4,7.5
103905412,CHEK1,4.6
103905204,CLK4,5.1
103905219,PAK1,5.1
103904604,MARK3,6.7
103904362,FGFR1,7.0
103905603,FYN,6.6
103904518,SGK,5.7
103905267,PKN2,5.5
103905366,RPS6KA3,6.5
103904349,NLK,6.9
103905180,MAP4K4,5.4
103904599,FYN,6.7
103905552,NTRK3,6.9
103904925,NTRK2,5.6
103904657,PDPK1,6.8
103904290,INSR,6.0
103905625,PRKCN,5.7
103905483,PLK1,5.9
103904195,CSF1R,6.4
103904953,ZAK,6.7
103904885,ROCK1,5.3
103905212,ROCK1,6.5
103905205,PRKCN,5.2
103905406,NTRK3,7.4
103904355,PRKG2,6.5
103904280,PIM1,5.5
103904448,MAP4K2,6.3
103904554,CLK4,6.9
103905608,NTRK3,6.6
103904592,CHEK1,6.4
103905110,NTRK3,6.0
103905212,FLT3,6.5
103904201,PLK4,6.3
103905112,CSNK1G2,5.7
103904590,PRKCN,6.4
103904466,CSNK1G3,5.9
103905340,MAP4K2,5.8
103905357,PIM1,5.9
103904604,SRPK1,5.6
103904648,MAPKAPK2,5.7
103904511,PRKCG,7.1
103905342,FLT4,5.5
103904482,PRKACA,5.7
103905110,RET,5.6
103905371,STK6,6.1
103905424,MAPK9,6.1
103904986,CDK9,6.2
103904940,CDC2,5.7
103905670,PHKG2,7.8
103904884,AXL,6.1
103905319,EEF2K,6.4
103904441,PRKCN,6.3
103904657,CDK2,6.1
103904603,HIPK4,5.4
103904443,PRKCN,5.2
103904232,CDK5,8.2
103905670,MARK2,6.7
103905354,CSF1R,6.4
103904566,CDK2,6.1
103904861,FGFR1,6.1
103904300,PIM1,5.4
103904567,FLT4,5.7
103904414,PRKD2,7.1
103905552,CSF1R,6.6
103905212,CAMK2D,5.6
103904605,CAMK2D,7.5
103905112,CSNK1G3,5.4
103905163,CDC2,5.7
103904977,FLT3,6.2
103904480,AXL,6.7
103905209,HIPK4,5.3
103904222,STK3,6.6
103904463,PRKD2,6.8
103905313,PTK2,6.3
103904637,CSNK1A1,5.9
103904360,FLT3,5.9
103904966,PIM1,5.8
103905167,CSNK1A1,7.5
103905670,FYN,6.6
103904315,MKNK2,5.7
103904330,PHKG2,5.8
103905315,AXL,6.4
103905603,STK6,8.0
103904905,MAP4K2,5.8
103904742,MARK3,6.5
103905631,CHEK1,6.0
103904255,PRKX,7.7
103905503,NTRK2,5.5
103905167,PLK4,6.1
103905483,PIM1,5.2
103904472,ROCK2,6.1
103905213,JAK3,6.1
103904327,ROCK1,6.1
103904370,INSR,5.9
103905579,MAP4K4,4.7
103904363,RET,7.1
103904751,PAK1,5.7
103904605,PRKACA,7.8
103904239,PAK4,7.5
103904518,CDC2,6.2
103904744,NTRK3,7.5
